timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-07-19T11:23:15,minist test,49df4eec-7842-40e2-9357-2051357382db,89.86397099494934,0.00011303332489859749,0.0012578269538628594,5.0,0.0,6.0,0.00012480525937345294,0,0.00014975922822952272,0.0002745644876029757,Bolivia,BOL,departamento de la paz,,,macOS-12.3.1-arm64-arm-64bit,3.10.4,8,Apple M1 Pro,,,-68.1493,-16.5002,16.0,machine,N
